2330 縩筿 -- 20110101-99999999,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
るら,秨絃基(じ),程蔼基(じ),程基(じ),Μ絃基(じ),Θユ秖(),Θユ(じ),厨筍瞯,秅锣瞯,瑈硄计(),カ(κ窾じ),程处ボ禦基,程处ボ芥基,厨筍瞯-Ln,カゑ,Θユゑ,Θユ掸计(掸),セ痲ゑ-TSE,セ痲ゑ-TEJ,基瞓ゑ-TSE,基瞓ゑ-TEJ
2011/1/3,71.5,71.6,70.8,71.1,35747 ,2541551 ,0.1408,0.138,25910078 ,1842206 ,71,71.1,0.1407,7.721,1.76,7394 ,11.99,12.01,3.43,3.43
2011/1/4,71,71.6,70.8,71.2,36048 ,2567399 ,0.1406,0.1391,25910078 ,1844797 ,71.1,71.2,0.1405,7.756,1.636,8813 ,12.01,12.03,3.44,3.44
2011/1/5,70.9,71.1,69.6,69.8,54327 ,3811818 ,-1.9663,0.2097,25910078 ,1808523 ,69.8,69.9,-1.9859,7.733,2.184,12673 ,11.77,11.79,3.37,3.37
2011/1/6,69.8,71,69.7,71,46802 ,3295606 ,1.7192,0.1806,25910078 ,1839615 ,70.9,71,1.7046,7.834,2.443,8619 ,11.97,12,3.43,3.43
2011/1/7,71.9,73,71.9,72.5,170328 ,12335418 ,2.1127,0.6574,25910078 ,1878480 ,72.4,72.5,2.0907,8.343,8.044,23691 ,12.23,12.25,3.5,3.5
2011/1/10,73,74.2,72.6,74.2,69703 ,5110967 ,2.3448,0.269,25910078 ,1922527 ,74,74.2,2.3178,8.503,5.307,16369 ,12.51,12.54,3.58,3.58
2011/1/11,74.1,74.9,73.8,74.5,82758 ,6162045 ,0.4043,0.3194,25910078 ,1930300 ,74.4,74.5,0.4035,8.429,4.912,16810 ,12.56,12.59,3.6,3.6
2011/1/12,74.7,75,74.7,74.9,53637 ,4014372 ,0.5369,0.207,25910078 ,1940664 ,74.8,74.9,0.5355,8.443,2.945,10433 ,12.63,12.66,3.62,3.62
2011/1/13,75.1,75.3,74.2,74.6,93105 ,6938412 ,-0.4005,0.3593,25910078 ,1932891 ,74.5,74.6,-0.4013,8.4,4.914,12512 ,12.58,12.61,3.6,3.6
2011/1/14,74.4,74.8,74.1,74.8,29817 ,2220104 ,0.2681,0.1151,25910078 ,1938073 ,74.7,74.8,0.2677,8.425,2.213,5767 ,12.61,12.64,3.61,3.61
2011/1/17,75.4,75.9,75.3,75.8,67400 ,5092053 ,1.3369,0.2601,25910078 ,1963983 ,75.8,75.9,1.328,8.584,4.131,11899 ,12.78,12.81,3.66,3.66
2011/1/18,75.5,77.4,75.2,76.8,57357 ,4373750 ,1.3193,0.2214,25910078 ,1989893 ,76.8,76.9,1.3106,8.632,3.506,13917 ,12.95,12.98,3.71,3.71
2011/1/19,76.9,78.3,76.6,78,87297 ,6768302 ,1.5625,0.3369,25910078 ,2020986 ,77.9,78,1.5504,8.671,4.635,19410 ,13.15,13.18,3.77,3.77
2011/1/20,77,77,76.1,76.4,43718 ,3341141 ,-2.0513,0.1687,25910078 ,1979529 ,76.3,76.4,-2.0726,8.553,2.901,14962 ,12.88,12.91,3.69,3.69
2011/1/21,74,75.2,74,74.6,81475 ,6091444 ,-2.356,0.3145,25910078 ,1932891 ,74.5,74.6,-2.3842,8.415,5.237,15460 ,12.58,12.61,3.6,3.6
2011/1/24,75.2,75.4,74.6,75.3,46169 ,3467457 ,0.9383,0.1782,25910078 ,1951028 ,75.2,75.3,0.934,8.5,3.844,8248 ,12.7,12.72,3.64,3.64
2011/1/25,75.9,75.9,74.9,75,50794 ,3826117 ,-0.3984,0.196,25910078 ,1943255 ,75,75.1,-0.3992,8.426,3.554,9000 ,12.65,12.67,3.62,3.62
2011/1/26,74.6,75.2,74.3,74.6,66830 ,4989976 ,-0.5333,0.2579,25910078 ,1932891 ,74.6,74.7,-0.5348,8.321,4.05,11664 ,12.58,12.61,3.6,3.6
2011/1/27,74.9,75.4,74.8,75.2,69892 ,5251216 ,0.8043,0.2697,25910078 ,1948437 ,75.2,75.3,0.8011,8.343,3.896,13786 ,12.68,12.71,3.63,3.63
2011/1/28,75.2,76.9,74.9,76.3,110404 ,8379115 ,1.4628,0.4261,25912345 ,1977111 ,76.3,76.4,1.4522,8.423,5.959,22572 ,12.87,12.89,3.68,3.68
2011/2/8,77,77,74.8,75.5,110969 ,8381585 ,-1.0485,0.4282,25912345 ,1956382 ,75.4,75.5,-1.054,8.308,5.322,26740 ,12.73,12.76,3.65,3.65
2011/2/9,75.5,75.6,73.8,73.8,81246 ,6040472 ,-2.2517,0.3135,25912345 ,1912331 ,73.8,73.9,-2.2774,8.215,4.235,20142 ,12.45,12.47,3.56,3.56
2011/2/10,73.1,73.4,72,72,83632 ,6078858 ,-2.439,0.3227,25912345 ,1865688 ,72,72.2,-2.4693,8.169,4.313,20588 ,12.14,12.17,3.48,3.48
2011/2/11,72.2,72.4,70.9,71.4,112430 ,8044680 ,-0.8333,0.4339,25912345 ,1850141 ,71.3,71.4,-0.8368,8.315,4.857,26850 ,12.04,12.07,3.45,3.45
2011/2/14,72,72.9,71.5,72.5,66889 ,4841305 ,1.5406,0.2581,25912345 ,1878645 ,72.4,72.5,1.5289,8.37,4.125,14377 ,12.23,12.25,3.5,3.5
2011/2/15,72.4,73.1,71.4,72.5,56495 ,4102685 ,0,0.218,25912345 ,1878645 ,72.5,72.6,0,8.335,3.155,13726 ,12.23,12.25,3.5,3.5
2011/2/16,72.4,72.7,71.9,72.1,54423 ,3933560 ,-0.5517,0.21,25912345 ,1868280 ,72,72.1,-0.5533,8.297,3.273,11904 ,12.16,12.18,3.48,3.48
2011/2/17,72.4,72.9,71.6,72.5,49330 ,3562377 ,0.5548,0.1904,25912345 ,1878645 ,72.4,72.5,0.5533,8.371,2.984,11030 ,12.23,12.25,3.5,3.5
2011/2/18,73.1,73.9,73,73,74599 ,5483477 ,0.6897,0.2879,25912345 ,1891601 ,73,73.1,0.6873,8.276,4.372,14923 ,12.31,12.34,3.52,3.53
2011/2/21,73.1,73.4,72.3,73.4,39070 ,2849659 ,0.5479,0.1508,25912345 ,1901966 ,73.3,73.4,0.5464,8.326,2.487,7394 ,12.38,12.4,3.54,3.54
2011/2/22,72.2,72.5,71.2,72.5,82661 ,5929226 ,-1.2262,0.319,25912345 ,1878645 ,72.4,72.5,-1.2337,8.382,4.053,18155 ,12.23,12.25,3.5,3.5
2011/2/23,71.5,71.9,70.5,71,80262 ,5724036 ,-2.069,0.3097,25912345 ,1839776 ,71,71.1,-2.0907,8.348,4.373,19137 ,11.97,12,3.43,3.43
2011/2/24,71,71.4,70.5,70.5,62768 ,4454063 ,-0.7042,0.2422,25912345 ,1826820 ,70.5,70.7,-0.7067,8.276,3.921,12755 ,11.89,11.91,3.4,3.4
2011/2/25,70.6,71.1,69.9,70.5,78873 ,5559067 ,0,0.3044,25912723 ,1826846 ,70.5,70.6,0,8.219,3.404,17438 ,11.89,11.91,3.4,3.4
2011/3/1,70,71.8,70,71.4,84618 ,6003532 ,1.2766,0.3266,25912723 ,1850168 ,71.3,71.4,1.2685,7.955,4.803,15496 ,12.04,12.07,3.45,3.45
2011/3/2,70.8,71,70.4,70.4,53047 ,3745323 ,-1.4006,0.2047,25912723 ,1824255 ,70.4,70.5,-1.4105,7.941,3.241,12752 ,11.87,11.9,3.4,3.4
2011/3/3,70.1,71.6,70.1,70.8,59498 ,4214044 ,0.5682,0.2296,25912723 ,1834620 ,70.7,70.8,0.5666,7.878,3.31,10928 ,11.94,11.96,3.42,3.42
2011/3/4,71.5,72,71.3,71.8,60659 ,4348797 ,1.4124,0.2341,25912723 ,1860533 ,71.7,71.8,1.4025,7.948,3.195,11646 ,12.11,12.13,3.47,3.47
2011/3/7,71.6,71.7,70.9,70.9,30172 ,2149438 ,-1.2535,0.1164,25912723 ,1837212 ,70.9,71,-1.2614,7.911,2.228,7613 ,11.96,11.98,3.42,3.42
2011/3/8,70.5,71.8,70.5,71.5,55818 ,3982273 ,0.8463,0.2154,25912723 ,1852759 ,71.4,71.5,0.8427,7.947,3.631,9129 ,12.06,12.08,3.45,3.45
2011/3/9,72.2,72.2,71.1,71.4,46796 ,3350255 ,-0.1399,0.1806,25912723 ,1850168 ,71.3,71.4,-0.14,7.934,2.874,7702 ,12.04,12.07,3.45,3.45
2011/3/10,72.1,72.1,70.1,70.5,64180 ,4539678 ,-1.2605,0.2477,25912723 ,1826846 ,70.5,70.6,-1.2685,7.931,3.933,13650 ,11.89,11.91,3.4,3.4
2011/3/11,70,70.6,69.5,70,52600 ,3687666 ,-0.7092,0.203,25912723 ,1813890 ,70,70.1,-0.7117,7.944,3.385,12715 ,11.8,11.83,3.38,3.38
2011/3/14,70.3,70.5,69.1,70.3,48041 ,3354385 ,0.4286,0.1854,25912723 ,1821664 ,70.3,70.4,0.4277,8.024,2.672,10839 ,11.85,11.88,3.39,3.4
2011/3/15,70,70.1,66.2,68,117025 ,7953678 ,-3.2717,0.4516,25912723 ,1762065 ,67.9,68,-3.3264,8.03,4.371,26883 ,11.47,11.49,3.28,3.28
2011/3/16,68.8,69.1,68.1,68.5,62389 ,4274786 ,0.7353,0.2408,25912723 ,1775021 ,68.4,68.5,0.7326,8.001,3.051,12755 ,11.55,11.58,3.31,3.31
2011/3/17,66.8,67.5,65.7,67.4,105442 ,7033491 ,-1.6058,0.4069,25912723 ,1746517 ,67.3,67.4,-1.6189,7.913,5.361,22945 ,11.37,11.39,3.25,3.26
2011/3/18,67.8,68.4,67.2,68.3,55721 ,3780251 ,1.3353,0.215,25912723 ,1769838 ,68.2,68.3,1.3265,7.911,3.015,13797 ,11.52,11.54,3.3,3.3
2011/3/21,68.3,69.1,68,69,36534 ,2510013 ,1.0249,0.141,25912723 ,1787977 ,68.9,69,1.0197,7.924,2.629,9293 ,11.64,11.66,3.33,3.33
2011/3/22,69.5,69.5,68.4,68.6,34736 ,2393692 ,-0.5797,0.134,25912723 ,1777612 ,68.6,68.7,-0.5814,7.841,2.293,8792 ,11.57,11.59,3.31,3.31
2011/3/23,69.1,69.1,68.1,68.7,31238 ,2142998 ,0.1458,0.1206,25912723 ,1780204 ,68.6,68.7,0.1457,7.818,2.245,8969 ,11.59,11.61,3.32,3.32
2011/3/24,69.1,70.1,69,69.4,44747 ,3111389 ,1.0189,0.1727,25912723 ,1798342 ,69.4,69.5,1.0138,7.882,3.279,10271 ,11.7,11.73,3.35,3.35
2011/3/25,70.4,71.2,70,71.2,51712 ,3656021 ,2.5937,0.1996,25912723 ,1844985 ,71.1,71.2,2.5606,8.055,3.587,14870 ,12.01,12.03,3.44,3.44
2011/3/28,70.6,71,70.3,71,31030 ,2197248 ,-0.2809,0.1197,25912723 ,1839803 ,70.9,71,-0.2813,8.086,2.843,8150 ,11.97,12,3.43,3.43
2011/3/29,70.6,71.2,70.4,70.8,34871 ,2468543 ,-0.2817,0.1346,25912723 ,1834620 ,70.6,70.8,-0.2821,8.023,2.79,8045 ,11.94,11.97,3.42,3.42
2011/3/30,70.3,70.8,70,70.3,60975 ,4290358 ,-0.7062,0.2353,25912723 ,1821664 ,70.3,70.4,-0.7087,7.921,3.858,11251 ,11.85,11.88,3.39,3.4
2011/3/31,71,71,70,70.6,46429 ,3272055 ,0.4267,0.1792,25914193 ,1829542 ,70.5,70.6,0.4258,7.919,3.081,7943 ,11.91,11.93,3.41,3.41
2011/4/1,70.7,70.8,70.1,70.7,30274 ,2133378 ,0.1416,0.1168,25914193 ,1832133 ,70.6,70.7,0.1415,7.911,2.294,5174 ,11.92,11.95,3.41,3.41
2011/4/6,71.5,72.9,71.5,72.9,114460 ,8301842 ,3.1117,0.4417,25914193 ,1889144 ,72.8,72.9,3.0643,8.022,6.146,25496 ,12.29,12.32,3.52,3.52
2011/4/7,73,73,72.3,72.8,45215 ,3283279 ,-0.1372,0.1745,25914193 ,1886553 ,72.7,72.8,-0.1373,7.966,2.992,9827 ,12.28,12.3,3.52,3.52
2011/4/8,72.9,73,72.4,72.9,65763 ,4782338 ,0.1374,0.2538,25914193 ,1889144 ,72.8,72.9,0.1373,7.983,3.801,9173 ,12.29,12.32,3.52,3.52
2011/4/11,73,73,70.9,71.1,62602 ,4503047 ,-2.4691,0.2416,25914193 ,1842499 ,71.1,71.2,-2.5001,7.798,4.468,10791 ,11.99,12.02,3.43,3.43
2011/4/12,70.5,70.7,70.1,70.1,45964 ,3231872 ,-1.4065,0.1774,25914193 ,1816584 ,70.1,70.2,-1.4165,7.819,3.315,10389 ,11.82,11.85,3.38,3.39
2011/4/13,70.1,70.8,70,70.7,27891 ,1964191 ,0.8559,0.1076,25914193 ,1832133 ,70.6,70.7,0.8523,7.843,2.237,6801 ,11.92,11.95,3.19,3.41
2011/4/14,70.3,70.5,69.6,69.8,53756 ,3757806 ,-1.273,0.2074,25914193 ,1808810 ,69.8,69.9,-1.2812,7.723,3.678,12461 ,11.19,11.8,3.15,3.37
2011/4/15,70,70,69.1,69.2,52231 ,3629601 ,-0.8596,0.2016,25914193 ,1793262 ,69.1,69.2,-0.8633,7.731,3.424,11026 ,11.09,11.7,3.12,3.34
2011/4/18,69.8,69.8,68.8,69,27185 ,1877233 ,-0.289,0.1049,25914193 ,1788079 ,69,69.1,-0.2894,7.712,2.038,6035 ,11.06,11.66,3.11,3.33
2011/4/19,68.5,68.5,68,68.1,42733 ,2915769 ,-1.3043,0.1649,25914193 ,1764756 ,68.1,68.2,-1.3129,7.678,2.962,9788 ,10.91,11.51,3.07,3.29
2011/4/20,69,69.8,68.5,69.8,48244 ,3333577 ,2.4963,0.1862,25914193 ,1808810 ,69.7,69.8,2.4657,7.718,2.739,9868 ,11.19,11.8,3.15,3.37
2011/4/21,70.7,71.3,70.3,70.7,50937 ,3606899 ,1.2894,0.1966,25914193 ,1832133 ,70.7,70.8,1.2812,7.691,2.324,12730 ,11.33,11.95,3.19,3.41
2011/4/22,70.9,71,70.3,70.9,25371 ,1792206 ,0.2829,0.0979,25914193 ,1837316 ,70.8,70.9,0.2825,7.7,1.621,5550 ,11.36,11.98,3.2,3.42
2011/4/25,71,71.1,70.1,70.3,22103 ,1556732 ,-0.8463,0.0853,25914193 ,1821767 ,70.3,70.4,-0.8499,7.651,1.59,4696 ,11.27,11.88,3.17,3.4
2011/4/26,69.7,70.3,69.1,70.3,31931 ,2226635 ,0,0.1232,25914193 ,1821767 ,70.2,70.3,0,7.653,2.33,8675 ,11.27,11.88,3.17,3.4
2011/4/27,71.5,72.7,71.5,72.3,59307 ,4271965 ,2.845,0.2289,25914193 ,1873596 ,72.2,72.3,2.8052,7.784,3.345,17352 ,11.59,12.22,3.26,3.49
2011/4/28,73.4,73.7,72.9,73,83614 ,6125682 ,0.9682,0.3227,25914193 ,1891736 ,73,73.1,0.9635,7.867,4.79,17830 ,11.7,12.34,3.29,3.53
2011/4/29,73.7,73.9,72.9,73.2,93588 ,6882965 ,0.274,0.3611,25914283 ,1896925 ,73.2,73.3,0.2736,7.916,4.917,17949 ,11.73,12.37,3.3,3.54
2011/5/3,73.9,74.8,73.6,74.6,81669 ,6066179 ,1.9126,0.3152,25914283 ,1933205 ,74.5,74.6,1.8945,8.119,4.958,19824 ,11.96,12.61,3.18,3.6
2011/5/4,74.4,74.4,73,73.8,46678 ,3433260 ,-1.0724,0.1801,25914283 ,1912474 ,73.8,73.9,-1.0782,8.031,3.066,10039 ,11.64,12.47,3.15,3.56
2011/5/5,74,74.8,73.6,74.8,45484 ,3378326 ,1.355,0.1755,25914283 ,1938388 ,74.7,74.8,1.3459,8.075,2.531,11504 ,11.8,12.64,3.19,3.61
2011/5/6,75,75.6,74.4,75,54111 ,4059218 ,0.2674,0.2088,25914283 ,1943571 ,74.9,75,0.267,8.133,3.284,14830 ,11.83,12.68,3.2,3.62
2011/5/9,75.6,76.1,75.2,75.5,64708 ,4897105 ,0.6667,0.2497,25914283 ,1956528 ,75.5,75.6,0.6645,8.135,4.008,11734 ,11.91,12.76,3.22,3.65
2011/5/10,75.6,75.6,74.4,74.4,43355 ,3237316 ,-1.457,0.1673,25914283 ,1928022 ,74.4,74.5,-1.4677,8.027,3.368,9744 ,11.74,12.57,3.17,3.59
2011/5/11,75.3,75.3,74.6,75,43256 ,3243205 ,0.8065,0.1669,25914283 ,1943571 ,75,75.1,0.8032,8.095,3.161,8555 ,11.83,12.68,3.2,3.62
2011/5/12,74.2,76,74.1,75.7,59055 ,4439548 ,0.9333,0.2279,25914283 ,1961711 ,75.5,75.7,0.929,8.158,4.151,13621 ,11.94,12.79,3.23,3.66
2011/5/13,76,76.1,75.5,75.9,40118 ,3043904 ,0.2642,0.1548,25914283 ,1966894 ,75.9,76,0.2639,8.204,2.678,9913 ,11.97,12.83,3.24,3.67
2011/5/16,75.9,75.9,74.7,74.9,34105 ,2560369 ,-1.3175,0.1316,25914283 ,1940979 ,74.9,75,-1.3263,8.182,2.825,6607 ,11.81,12.66,3.19,3.62
2011/5/17,74.6,76,74.6,75.6,41402 ,3119333 ,0.9346,0.1598,25914283 ,1959119 ,75.6,75.7,0.9302,8.285,3.233,10167 ,11.92,12.78,3.22,3.65
2011/5/18,75.3,75.8,74.9,75.3,28263 ,2130897 ,-0.3968,0.1091,25914283 ,1951345 ,75.3,75.5,-0.3976,8.196,2.525,6393 ,11.88,12.73,3.21,3.64
2011/5/19,74.9,76.3,74.9,75.2,58823 ,4460406 ,-0.1328,0.227,25914283 ,1948754 ,75.2,75.3,-0.1329,8.233,4.038,10381 ,11.86,12.71,3.21,3.63
2011/5/20,76,76,74.9,75.5,33000 ,2493815 ,0.3989,0.1273,25914283 ,1956528 ,75.5,75.6,0.3981,8.318,2.659,6934 ,11.91,12.76,3.22,3.65
2011/5/23,74.7,75.5,74.5,75.1,39033 ,2930155 ,-0.5298,0.1506,25914283 ,1946162 ,75.1,75.2,-0.5312,8.359,3.289,7808 ,11.85,12.69,3.2,3.63
2011/5/24,74.9,75.1,74.2,74.8,34788 ,2599793 ,-0.3995,0.1342,25914283 ,1938388 ,74.8,74.9,-0.4003,8.317,2.924,7252 ,11.8,12.64,3.19,3.61
2011/5/25,74.2,74.9,73.3,74.5,59580 ,4415640 ,-0.4011,0.2299,25914283 ,1930614 ,74.4,74.5,-0.4019,8.312,5.123,11539 ,11.75,12.59,3.18,3.6
2011/5/26,75,75,74,74.2,33240 ,2473777 ,-0.4027,0.1283,25914283 ,1922839 ,74.2,74.3,-0.4035,8.222,2.921,6184 ,11.7,12.54,3.16,3.58
2011/5/27,73.8,74.5,73.8,74,49929 ,3699398 ,-0.2695,0.1927,25914283 ,1917656 ,73.9,74,-0.2699,8.18,3.862,8290 ,11.67,12.51,3.16,3.57
2011/5/30,74,75.3,74,75.1,33733 ,2524331 ,1.4865,0.1302,25914283 ,1946162 ,75,75.1,1.4755,8.288,2.938,7159 ,11.85,12.69,3.2,3.63
2011/5/31,75.5,76.9,75.4,76.7,62918 ,4799615 ,2.1305,0.2428,25914283 ,1987625 ,76.7,76.8,2.1081,8.309,3.692,14707 ,12.1,12.96,3.27,3.7
2011/6/1,76.3,77.3,76.3,77,45321 ,3488783 ,0.3911,0.1749,25914283 ,1995399 ,76.9,77,0.3904,8.261,2.715,12368 ,12.15,12.06,3.28,3.28
2011/6/2,76.3,77.4,76.3,76.4,61881 ,4759830 ,-0.7792,0.2388,25914283 ,1979851 ,76.4,76.5,-0.7823,8.262,4.397,11664 ,12.05,11.96,3.26,3.26
2011/6/3,77,77.2,76.1,77.2,36770 ,2822036 ,1.0471,0.1419,25914283 ,2000582 ,77.1,77.2,1.0417,8.298,3.152,7149 ,12.18,12.09,3.29,3.29
2011/6/7,77.2,78.2,76.6,77.5,41425 ,3213436 ,0.3886,0.1599,25914283 ,2008356 ,77.5,77.6,0.3878,8.32,3.638,11181 ,12.22,12.14,3.3,3.3
2011/6/8,77.1,78,77.1,77.5,58253 ,4519789 ,0,0.2248,25914283 ,2008356 ,77.5,77.6,0,8.366,5.032,8862 ,12.22,12.14,3.3,3.3
2011/6/9,78,78,76.8,76.9,36964 ,2849471 ,-0.7742,0.1426,25914283 ,1992808 ,76.9,77,-0.7772,8.307,3.637,7818 ,12.13,12.04,3.28,3.28
2011/6/10,77,77.5,75.1,75.3,55348 ,4214876 ,-2.0806,0.2136,25914283 ,1951345 ,75.2,75.3,-2.1026,8.284,3.872,15429 ,11.88,11.79,3.21,3.21
2011/6/13,74.5,75,73.9,74.7,72548 ,5389059 ,-0.7968,0.28,25914283 ,1935796 ,74.6,74.7,-0.8,8.334,5.614,13505 ,11.78,11.7,3.19,3.19
2011/6/14,74.5,76.4,74.5,76.2,52975 ,4004129 ,2.008,0.2044,25914283 ,1974668 ,76.1,76.2,1.9881,8.389,4.532,11341 ,12.02,11.93,3.25,3.25
2011/6/15,77,77.4,76.1,77,91840 ,7051595 ,1.0499,0.3544,25914283 ,1995399 ,77,77.1,1.0444,8.476,5.618,13586 ,12.15,12.06,3.28,3.28
2011/6/16,76,76.2,75.4,75.5,63134 ,4779979 ,-1.9481,0.2436,25914283 ,1956528 ,75.5,75.6,-1.9673,8.481,4.597,11314 ,11.91,11.82,3.22,3.22
2011/6/17,75,75.1,74.1,74.2,91732 ,6844046 ,-1.7219,0.354,25914283 ,1922839 ,74.2,74.3,-1.7369,8.353,6.272,16326 ,11.7,11.62,3.16,3.16
2011/6/20,74.6,75.4,74.1,74.9,31787 ,2381029 ,0.9434,0.1227,25914283 ,1940979 ,74.9,75,0.939,8.536,2.584,7386 ,11.81,11.73,3.19,3.19
2011/6/21,75.4,76.2,75.3,75.9,42663 ,3234102 ,1.3351,0.1646,25914283 ,1966894 ,75.8,75.9,1.3263,8.583,3.246,9032 ,11.97,11.89,3.24,3.24
2011/6/22,76.3,76.3,74.6,75,46702 ,3517723 ,-1.1858,0.1802,25914283 ,1943571 ,75,75.1,-1.1929,8.458,3.534,9351 ,11.83,11.75,3.2,3.2
2011/6/23,74.7,74.9,73.8,74.2,70233 ,5213627 ,-1.0667,0.271,25914283 ,1922839 ,74.1,74.2,-1.0724,8.42,5.703,13195 ,11.7,11.62,3.16,3.16
2011/6/24,73.6,73.6,71.9,72.9,86769 ,6309240 ,-1.752,0.3348,25914283 ,1889151 ,72.8,72.9,-1.7676,8.304,6.979,16470 ,11.5,11.42,3.11,3.11
2011/6/27,72,72.1,71.6,72,65176 ,4683848 ,-1.2346,0.2515,25914283 ,1865828 ,71.9,72,-1.2423,8.233,5.282,14604 ,11.36,11.28,3.07,3.07
2011/6/28,72.1,72.6,71.8,72.5,101716 ,7347339 ,0.6944,0.3925,25914283 ,1878785 ,72.5,72.6,0.692,8.311,8.742,16823 ,11.44,11.35,3.09,3.09
2011/6/29,70.9,72.1,70.4,71.4,93105 ,6628947 ,2.62,0.3593,25914283 ,1850279 ,71.4,71.5,2.5863,8.095,6.362,21630 ,11.26,11.18,3.04,3.04
2011/6/30,71.4,72.2,71.3,72.2,48913 ,3508412 ,1.1204,0.1887,25914283 ,1871011 ,72,72.2,1.1142,8.109,3.483,11473 ,11.39,11.31,3.08,3.08
2011/7/1,72.2,73,72,72.8,41924 ,3041361 ,0.831,0.1618,25914283 ,1886559 ,72.7,72.8,0.8276,8.092,2.844,9108 ,11.48,11.4,3.1,3.1
2011/7/4,73.9,73.9,73.1,73.5,44330 ,3265852 ,0.9615,0.1711,25914283 ,1904699 ,73.5,73.6,0.9569,8.137,3.108,10247 ,11.59,11.51,3.13,3.13
2011/7/5,73.2,73.3,72.4,73.2,39009 ,2839150 ,-0.4082,0.1505,25914283 ,1896925 ,73.1,73.2,-0.409,8.095,2.828,6807 ,11.55,11.46,3.12,3.12
2011/7/6,73.2,73.4,72.5,72.8,43443 ,3169242 ,-0.5464,0.1676,25914283 ,1886559 ,72.7,72.8,-0.5479,8.015,2.843,6816 ,11.48,11.4,3.1,3.1
2011/7/7,72.1,72.3,71.5,71.6,47743 ,3429527 ,-1.6484,0.1842,25914283 ,1855462 ,71.6,71.7,-1.6621,7.928,3.255,12693 ,11.29,11.21,3.05,3.05
2011/7/8,72.1,72.8,72,72.5,52961 ,3838413 ,1.257,0.2044,25914283 ,1878785 ,72.4,72.5,1.2491,8.049,2.952,8251 ,11.44,11.35,3.09,3.09
2011/7/11,72.6,72.6,70.2,71.3,52112 ,3701064 ,-1.6552,0.2011,25914283 ,1847688 ,71.2,71.3,-1.669,7.993,3.847,12078 ,11.25,11.17,3.04,3.04
2011/7/12,70.6,70.8,70.1,70.3,40008 ,2818009 ,-1.4025,0.1544,25914283 ,1821774 ,70.3,70.4,-1.4125,8.043,2.556,8940 ,11.09,11.01,3,3
2011/7/13,70.5,72.5,70.1,72.2,69109 ,4966551 ,2.7027,0.2667,25914283 ,1871011 ,72.1,72.2,2.6668,8.263,4.385,19813 ,11.39,11.31,3.08,3.08
2011/7/14,70.5,71.4,70.1,70.7,54411 ,3845784 ,-2.0776,0.21,25914283 ,1832139 ,70.6,70.7,-2.0994,8.098,3.275,13982 ,11.15,11.07,3.01,3.02
2011/7/15,70,70.2,69.5,69.9,89121 ,6223266 ,-1.1315,0.3439,25914283 ,1811408 ,69.8,69.9,-1.138,7.919,5.461,20328 ,11.03,10.95,2.98,2.98
2011/7/18,69.7,70.2,69.4,69.7,37965 ,2648614 ,-0.2861,0.1465,25914283 ,1806225 ,69.7,69.8,-0.2865,7.929,2.514,7786 ,10.99,10.92,2.97,2.97
2011/7/19,69.6,69.8,68.5,68.5,57459 ,3960351 ,-1.7217,0.2217,25914283 ,1775128 ,68.5,68.6,-1.7367,7.804,3.842,16242 ,10.8,10.73,2.92,2.92
2011/7/20,69.7,71.7,69.4,71.6,58272 ,4121417 ,4.5255,0.2249,25914283 ,1855462 ,71.5,71.6,4.4261,7.986,3.137,18930 ,11.29,11.21,3.05,3.05
2011/7/21,71.4,71.6,70.6,71.6,33277 ,2364484 ,0,0.1284,25914283 ,1855462 ,71.5,71.6,0,7.975,1.899,8282 ,11.29,11.21,3.05,3.05
2011/7/22,72.4,72.4,71.7,72,38243 ,2758712 ,0.5587,0.1476,25914283 ,1865828 ,72,72.1,0.5571,7.974,2.048,10571 ,11.36,11.28,3.07,3.07
2011/7/25,72.4,72.5,71.4,72,34963 ,2517386 ,0,0.1349,25914283 ,1865828 ,72,72.1,0,8.049,2.503,6909 ,11.36,11.28,3.07,3.07
2011/7/26,72.3,73.7,72.3,73.7,53159 ,3880977 ,2.3611,0.2051,25914283 ,1909882 ,73.6,73.7,2.3337,8.136,3.537,14102 ,11.62,11.54,3.14,3.14
2011/7/27,73.7,73.9,73,73.4,45636 ,3357642 ,-0.4071,0.1761,25914283 ,1902108 ,73.4,73.5,-0.4079,8.081,2.582,7358 ,11.58,11.5,3.13,3.13
2011/7/28,72.8,73.4,72.3,73,33720 ,2458820 ,-0.545,0.1301,25914283 ,1891742 ,72.9,73,-0.5464,8.083,1.773,7741 ,11.51,11.43,3.11,3.11
2011/7/29,71.8,72.4,71.3,72,60692 ,4363332 ,-1.3699,0.2342,25914547 ,1865847 ,71.9,72,-1.3793,8.077,3.009,11402 ,11.36,11.28,3.07,3.07
2011/8/1,72,72.8,72,72.6,41138 ,2984412 ,0.8333,0.1587,25914547 ,1881396 ,72.5,72.6,0.8299,8.079,2.262,9646 ,11.45,11.37,3.1,3.1
2011/8/2,72,72.1,71.2,71.4,33521 ,2399941 ,-1.6529,0.1294,25914547 ,1850298 ,71.3,71.4,-1.6667,8.054,1.913,7851 ,11.26,11.18,3.04,3.04
2011/8/3,70.1,70.5,69.8,70.1,46025 ,3226551 ,-1.8207,0.1776,25914547 ,1816609 ,70.1,70.2,-1.8375,8.026,2.268,11372 ,11.06,10.98,2.99,2.99
